url	download_complete
computableplant.ics.uci.edu/papers/2004/people.html	complete
www.ics.uci.edu/about	complete
www.ics.uci.edu/~stasio/winter06/Lectures/BookExample	complete
www.ics.uci.edu/ugrad/current/policies/Computer_Acct_Backup.php	complete
www.ics.uci.edu/~avinask1	complete
www.ics.uci.edu/~sternh/courses/rndmblock.R	complete
duttgroup.ics.uci.edu/projects/health-care-iot	complete
vision.ics.uci.edu/papers/RamananB_PAMI_2011	complete
www.ics.uci.edu/~kay/courses/i41/Vectors_of_Vectors_files/_color-list-_image-vecto.html	complete
www.ics.uci.edu/%7esysarch	complete
www.ics.uci.edu/~tlatoza	complete
www.ics.uci.edu/courses/CS174/index.html	complete
www.ics.uci.edu/sao/Course_updates.php	complete
www.ics.uci.edu/~dechter/talks/radcliffe-pub.pps	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/stayconnected/hall_of_fame/stayconnected/hall_of_fame/hall_of_fame/stayconnected	complete
www.ics.uci.edu/~mchan5/Lab1Partners.html	complete
www.ics.uci.edu/grad/qa	complete
www.ics.uci.edu/~smyth/courses/software.html	incomplete
www.ics.uci.edu/%7eprojects/initiatives.html	complete
www.ics.uci.edu/faculty/area/area_embedded.php	complete
www.ics.uci.edu/~ziv/diss/intropaper/intropaper.html	complete
www.ics.uci.edu/~kay/courses/i41/f06.html	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld004.htm	complete
www.ics.uci.edu/~yamingy/npmle.r	complete
www.ics.uci.edu/about/bren/gallery/gallery_02_jpg.php	complete
mailman.ics.uci.edu/mailman/listinfo/nsf-career	complete
www.ics.uci.edu/about/bren/gallery/gallery_14_jpg.php	complete
www.ics.uci.edu/ugrad/QA_Graduation	complete
www.ics.uci.edu/courses/CS284A/index.html	complete
cml.ics.uci.edu/home/about-us	complete
www.ics.uci.edu/~yamingy/npmle.c	complete
www.ics.uci.edu/~theory/269	complete
www.ics.uci.edu/~dechter/publications/r71.html	complete
cbcl.ics.uci.edu/public_data/SREBP1	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneH1hescH3k27acStdAlnRep1.REF_chr19.bam	complete
cbcl.ics.uci.edu/public_data/SREBP2	complete
luci.ics.uci.edu/projects.html	complete
www.ics.uci.edu/~smyth/courses/stats5/Jan16th_MachineLearning.txt	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneGm12878H3k4me3StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/alumni/hall_of_fame/stayconnected/hall_of_fame/inductees.php	complete
www.ics.uci.edu/involved/information_session.php	complete
cert.ics.uci.edu	complete
www.ics.uci.edu/~ziv/ooad/classes/sld013.htm	complete
vision.ics.uci.edu/papers/SupancicRYSR_ICCV_2015	complete
fr.ics.uci.edu/widgets/chilepersonfinder	complete
vision.ics.uci.edu/papers/Ramanan_CVPR_2007	complete
computableplant.ics.uci.edu/papers/XXX	complete
cml.ics.uci.edu/2017/10/fall-2017	complete
www.ics.uci.edu/~dechter/publications/r72.html	complete
www.ics.uci.edu/alumni/hall_of_fame/stayconnected/hall_of_fame/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/inductees.php	complete
www.ics.uci.edu/../../computing/account/new.php	complete
duttgroup.ics.uci.edu/blog	complete
www.ics.uci.edu/~jutts/deprived.txt	complete
www.ics.uci.edu/brenhall/index.php	complete
www.ics.uci.edu/about/brenhall/index.php	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneGm12878H3k9acStdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/~dwangeri	incomplete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/stayconnected/stayconnected/stayconnected/stayconnected/stayconnected/index.php	complete
www.ics.uci.edu/research	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/tsld001.htm	complete
www.ics.uci.edu/~stasio/fall04/ics268.html	complete
computableplant.ics.uci.edu/sw/CambiumPlenum	complete
www.ics.uci.edu/.apdisk	complete
mailman.ics.uci.edu/mailman/listinfo/hans-subtest	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/tsld026.htm	complete
www.ics.uci.edu/~dechter/acp_award.html	complete
www.ics.uci.edu/research/net neutrality.html	complete
www.ics.uci.edu/news/index.php	complete
www.ics.uci.edu/DeanPresentations2015	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHepg2H3k36me3StdAlnRep2.REF_chr19.bam	complete
computableplant.ics.uci.edu/papers/2006/Yeast_ANN_PLOSCB06.pdf 	complete
grape.ics.uci.edu/wiki/asterix/login	complete
sherlock.ics.uci.edu/code.html	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/stayconnected/hall_of_fame/stayconnected/hall_of_fame/stayconnected/stayconnected	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H2azStdAlnRep1.REF_chr19.bam	complete
student-council.ics.uci.edu/members.html	incomplete
sdcl.ics.uci.edu/research/past-projects/lighthouse	complete
www.ics.uci.edu/~dechter/publications/r52.html	complete
vision.ics.uci.edu/papers/WeberEWP_AFGR_2000	complete
www.ics.uci.edu/computing/email/google_vacation.php	complete
cradl.ics.uci.edu/globally-distributed-system-developers-their-trust-expectations-and-processes-published-at-cscw-2013	complete
www.ics.uci.edu/ugrad/current/advising/ICS New Student Welcome.php	complete
www.ics.uci.edu/faculty/area/area_data.php	incomplete
www.ics.uci.edu/ugrad/sao/Appts_Walk-Ins.php	complete
www.ics.uci.edu/~thornton/ics45c	complete
www.ics.uci.edu/alumni/hall_of_fame/stayconnected/index.php	complete
www.ics.uci.edu/Mazmanian	complete
www.ics.uci.edu/~yamingy/bayesD_cocktail.r	complete
motifmap-rna.ics.uci.edu	complete
sdcl.ics.uci.edu/2018/07/adrianas-icse-2018-presentation	complete
student-council.ics.uci.edu/get-involved.html	incomplete
www.ics.uci.edu/computing/services/microsoft_imagine.php	complete
ngs.ics.uci.edu/personal/favorite-quotes	complete
www.ics.uci.edu/~sternh/courses/money_corr.R	complete
www.ics.uci.edu/computing/unix/printing.php	complete
www.ics.uci.edu/Dutt	complete
www.ics.uci.edu/~dechter/publications/r159.html	incomplete
cml.ics.uci.edu/2010/05/2010_lixieintel	complete
www.ics.uci.edu/ugrad/advising/New Transfer Students.php	complete
www.ics.uci.edu/~dechter/publications/r171.html	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame	complete
www.ics.uci.edu/about_officers.html	complete
mhcid.ics.uci.edu/people/mentors	complete
www.ics.uci.edu/ugrad/policies/index.php/Computer_RemoteAccess.php	complete
www.ics.uci.edu/~stauro	complete
futurehealth.ics.uci.edu/people	complete
www.ics.uci.edu/~kay/courses/i41/final.html	complete
www.ics.uci.edu/~dechter/publications/r41.html	complete
www.ics.uci.edu/~dechter/publications/r95.html	incomplete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/stayconnected/hall_of_fame/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/inductees.php	complete
www.ics.uci.edu/~lab/proj_ics	complete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame/inductees.php	complete
www.ics.uci.edu/students/index.php	complete
www.ics.uci.edu/about/annualreport/2006-07/index.php	complete
www.ics.uci.edu/~dechter/publications/r136a.html	complete
isg.ics.uci.edu	complete
www.ics.uci.edu/community/news/spotlight_archer.php	incomplete
www.ics.uci.edu/~kay/courses/i41	complete
www.ics.uci.edu/~kay/courses/i42	complete
www.ics.uci.edu/shortbio.html	complete
computableplant.ics.uci.edu/~dorendor/thesis	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw4.html	complete
computableplant.ics.uci.edu/research.html	complete
vision.ics.uci.edu/people/6.html	complete
cocoa-krispies.ics.uci.edu/~paolo/JuliusC	complete
www.graphics.ics.uci.edu	complete
www.ics.uci.edu/~dechter/publications/r219.html	complete
mailman.ics.uci.edu/mailman/listinfo/insa-news	complete
jgarcia.ics.uci.edu	incomplete
vision.ics.uci.edu/people/19.html	incomplete
www.ics.uci.edu/~emj/UCIfac082505.htm	complete
mailman.ics.uci.edu/mailman/listinfo/asterixresearch	complete
www.ics.uci.edu/~lab/acct_activate.php	complete
www.ics.uci.edu/~eppstein	complete
www.ics.uci.edu/grad/funding/index	complete
www.ics.uci.edu/%7elab/proj_ics/policy.php	complete
www.ics.uci.edu/~bermanb	complete
www.ics.uci.edu/midi/rock/index.html	complete
mcs.ics.uci.edu/about/mcs-vs-mscs	complete
www.ics.uci.edu/%7Emagda/cs620/outlineOG.html	complete
www.ics.uci.edu/~lab/proj_ics/grp_acct.php	incomplete
www.ics.uci.edu/ugrad/admissions/transfer/index.php	complete
www.ics.uci.edu/community/news/spotlight_broadcom_top_trends_in_tech.php	complete
vision.ics.uci.edu/papers/GehlerHW_ICML_2006	complete
www.ics.uci.edu/records.html	complete
sdcl.ics.uci.edu/2015/12/crowdsourcing-affinity-diagrams-2	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneH1hescH3k9acStdAlnRep1.REF_chr19.bam	complete
mcs.ics.uci.edu/career/additional-skills-resources	incomplete
www.ics.uci.edu/~smyth/courses/project_reading.html	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame/hall_of_fame/stayconnected/index.php	complete
www.ics.uci.edu/~feldman/LEC16.htm	complete
www.ics.uci.edu/~kay/courses/h21/hw/lab3.html	incomplete
cml.ics.uci.edu/2006/10/2006_netflix	complete
www.ics.uci.edu/refs.html	complete
cradl.ics.uci.edu/david-redmiles-gives-keynote-address-at-brazilian-symposium-on-collaborative-systems-sbsc-2012-and-participates-in-writing-workshop/brazil_keynote2	complete
www.ics.uci.edu/community/alumni/hall_of_fame/inductees.php	complete
vision.ics.uci.edu/people/34.html	complete
computableplant.ics.uci.edu/papers/2002/sw.html	incomplete
mhcid.ics.uci.edu/program/curriculum	complete
ngs.ics.uci.edu/about-ramesh/events	complete
www.ics.uci.edu/grad/courses	complete
www.ics.uci.edu/honors.html	incomplete
ugradforms.ics.uci.edu	complete
www.ics.uci.edu/worm.html	incomplete
www.ics.uci.edu/involved/leadership_council.php	complete
www.ics.uci.edu/research/resalloc.html	complete
www.ics.uci.edu/~sternh/courses/univadmit_regr.R	complete
www.ics.uci.edu/~dechter/publications/r105.html	complete
duttgroup.ics.uci.edu/2017/09/26/2017-fall-quarter-welcoming-bbq	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw9.html	complete
ngs.ics.uci.edu/research/research-papers	incomplete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld017.htm	complete
computableplant.ics.uci.edu/papers/2004/outreach.html	incomplete
www.ics.uci.edu/~smyth/courses/stats5/Forms	complete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	complete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected	complete
vision.ics.uci.edu/papers/MartinFM_PAMI_2003	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld022.htm	incomplete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/hall_of_fame/inductees.php	complete
graphics.ics.uci.edu/drupal/node/10	incomplete
www.ics.uci.edu/%7Ethornton/LabManual/UsingNewsgroup.html	complete
www.ics.uci.edu/~fowlkes	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/tsld014.htm	incomplete
www.ics.uci.edu/~dechter/publications/r118.html	complete
www.ics.uci.edu/icse97	incomplete
www.ics.uci.edu/~redmiles/ics125-FQ01/projects	incomplete
duttgroup.ics.uci.edu/projects/health-care-iot/maternity-care	incomplete
ngs.ics.uci.edu/entrepreneurship/past-companies	complete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected/index.php	incomplete
www.ics.uci.edu/ugrad/current/degrees/index.php	incomplete
graphics.ics.uci.edu/drupal/node/17	complete
www.ics.uci.edu/faculty/area/area_software.php	incomplete
cbcl.ics.uci.edu/public_data/.oldhtaccess	incomplete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/hall_of_fame/inductees.php	incomplete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame/hall_of_fame/inductees.php	incomplete
www.ics.uci.edu/~dechter/publications/r138.html	complete
mailman.ics.uci.edu/mailman/admin/cmpro	incomplete
duttgroup.ics.uci.edu/2018/05/01/drg-spring-18-bbq	incomplete
www.ics.uci.edu/bin	incomplete
www.ics.uci.edu/bio	complete
www.ics.uci.edu/~chair/aboutics.html	incomplete
emj.ics.uci.edu/2012/12	incomplete
www.ics.uci.edu/%7Ethornton/ics45c	incomplete
mcs.ics.uci.edu/career/finding-a-job-internship	incomplete
www.ics.uci.edu/forms/index.php	incomplete
www.ics.uci.edu/~sgaffney	incomplete
www.ics.uci.edu/~rasadi	incomplete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected/stayconnected/index.php	complete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/stayconnected/stayconnected/stayconnected/index.php	incomplete
www.ics.uci.edu/community/scholarships	incomplete
computableplant.ics.uci.edu/papers/2002/people.html	incomplete
www.ics.uci.edu/ugrad/policies/degrees/index.php	complete
mailman.ics.uci.edu/mailman/private/quasar-l	incomplete
mailman.ics.uci.edu/mailman/listinfo/cmpro	complete
www.ics.uci.edu/ics139w	incomplete
sdcl.ics.uci.edu/papers	complete
www.ics.uci.edu/%7Ethornton/ics22/StyleStandards.html	complete
www.graphics.ics.uci.edu/PA\Images3	complete
www.ics.uci.edu/~stasio/winter06/Lectures/Lec7code	incomplete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld003.htm	incomplete
computableplant.ics.uci.edu/papers/2004/links.html	incomplete
www.ics.uci.edu/../faculty/area/index.php	incomplete
www.ics.uci.edu/~iftekha/publication/mutation-reduction-strategies-considered-harmful	incomplete
